group,user
153,1563.0
153,3935.0
154,4986.0
154,7708.0
154,8085.0
154,5240.0
155,4819.0
155,6285.0
155,4413.0
155,7806.0
155,2691.0
156,773.0
156,375.0
156,4244.0
156,7419.0
156,6174.0
156,2343.0
156,7996.0
156,3593.0
157,608.0
157,7020.0
158,5054.0
158,874.0
159,3668.0
159,7898.0
160,1833.0
160,1947.0
161,6523.0
161,493.0
161,2283.0
161,3557.0
161,1811.0
161,5435.0
161,3483.0
161,2664.0
161,2688.0
161,5412.0
162,750.0
162,6869.0
163,180.0
163,7327.0
163,6564.0
164,6684.0
164,7993.0
164,7585.0
164,7006.0
164,6883.0
165,950.0
165,4020.0
166,6883.0
166,3645.0
166,5981.0
167,2072.0
167,7521.0
168,8011.0
168,3652.0
168,7018.0
169,3628.0
169,3958.0
170,1328.0
170,1889.0
170,3256.0
171,3863.0
171,4711.0
172,5808.0
172,895.0
172,8333.0
172,3511.0
172,3228.0
172,5105.0
172,4865.0
173,7506.0
173,8271.0
174,6611.0
174,5599.0
175,7742.0
175,7925.0
176,6368.0
176,3814.0
177,3513.0
177,8284.0
177,4875.0
178,5731.0
178,1252.0
178,2881.0
179,287.0
179,2971.0
180,2716.0
180,2721.0
180,3968.0
180,4690.0
181,2992.0
181,812.0
182,5210.0
182,7806.0
182,3057.0
183,753.0
183,8002.0
183,3886.0
184,8362.0
184,684.0
184,1503.0
184,987.0
185,6809.0
185,2260.0
185,6198.0
185,3774.0
186,8261.0
186,3149.0
187,2588.0
187,4701.0
188,6684.0
188,4418.0
188,5981.0
189,2063.0
189,5926.0
189,2080.0
189,5801.0
189,833.0
190,8437.0
190,4550.0
191,1578.0
191,7321.0
191,5576.0
192,1053.0
192,2928.0
192,6271.0
193,5210.0
193,8379.0
193,5764.0
194,68.0
194,1541.0
195,4386.0
195,3035.0
196,5283.0
196,6361.0
197,4039.0
197,6866.0
198,3093.0
198,2974.0
198,1122.0
198,4122.0
199,2968.0
199,1713.0
199,2022.0
200,6581.0
200,3179.0
201,8586.0
201,5318.0
201,8301.0
201,3226.0
201,2049.0
202,5881.0
202,4790.0
203,182.0
203,292.0
203,720.0
204,5583.0
204,1846.0
205,5001.0
205,2057.0
206,5972.0
206,4803.0
207,5884.0
207,269.0
207,6883.0
207,1702.0
207,201.0
208,3687.0
208,8558.0
209,7886.0
209,7598.0
209,5859.0
209,1905.0
209,4413.0
209,3379.0
209,5550.0
209,4531.0
209,2129.0
210,90.0
210,7598.0
210,7173.0
210,1905.0
210,4222.0
210,7114.0
211,5845.0
211,3841.0
212,2916.0
212,4583.0
212,6712.0
213,6395.0
213,6482.0
214,4533.0
214,1567.0
215,2794.0
215,7021.0
215,1189.0
215,6605.0
216,8487.0
216,8120.0
216,5054.0
216,5241.0
216,2691.0
217,919.0
217,6737.0
217,3477.0
218,6679.0
218,4250.0
219,2003.0
219,1252.0
219,7598.0
220,6785.0
220,6522.0
220,3363.0
221,4390.0
221,1570.0
222,7632.0
222,4321.0
223,3110.0
223,603.0
224,4845.0
224,7929.0
225,2468.0
225,3026.0
225,920.0
226,4484.0
226,2139.0
227,183.0
227,252.0
228,1702.0
228,3732.0
229,2839.0
229,5761.0
230,6073.0
230,2373.0
230,1703.0
231,1962.0
231,4168.0
232,7093.0
232,821.0
233,5354.0
233,2129.0
233,6224.0
233,5307.0
234,1848.0
234,2965.0
235,4798.0
235,7187.0
235,2967.0
236,4531.0
236,3379.0
236,7886.0
236,5859.0
236,1905.0
237,2435.0
237,1573.0
238,2683.0
238,6466.0
239,6285.0
239,4819.0
240,3226.0
240,5318.0
241,3583.0
241,3563.0
242,6099.0
242,712.0
242,3893.0
242,4413.0
242,4069.0
243,2759.0
243,6452.0
244,908.0
244,7729.0
244,8631.0
244,1871.0
244,6963.0
245,608.0
245,8104.0
245,3112.0
245,7007.0
245,1962.0
245,6073.0
246,5220.0
246,2722.0
246,4098.0
246,3817.0
247,65.0
247,7164.0
247,6024.0
247,8199.0
248,5537.0
248,3149.0
249,493.0
249,1159.0
250,7654.0
250,1412.0
250,6560.0
251,4869.0
251,3276.0
251,8006.0
251,6384.0
251,2762.0
251,6035.0
251,5472.0
252,4262.0
252,7745.0
253,1619.0
253,5950.0
254,6107.0
254,5981.0
254,6684.0
254,1101.0
255,4326.0
255,5051.0
256,2773.0
256,1811.0
257,227.0
257,3325.0
258,1178.0
258,5021.0
258,3318.0
259,638.0
259,3149.0
259,8261.0
260,8113.0
260,4367.0
261,7901.0
261,6240.0
262,4755.0
262,3705.0
262,874.0
263,3893.0
263,2148.0
263,608.0
264,5761.0
264,7374.0
264,1562.0
264,3658.0
265,3256.0
265,7002.0
265,2759.0
266,6198.0
266,1991.0
267,6046.0
267,598.0
268,2373.0
268,1962.0
268,5983.0
269,7698.0
269,2542.0
270,7566.0
270,2691.0
270,6627.0
271,8355.0
271,6768.0
271,8607.0
272,1537.0
272,7729.0
272,302.0
272,3335.0
273,3256.0
273,3705.0
273,2517.0
273,7002.0
274,1995.0
274,6273.0
274,3901.0
274,2546.0
275,837.0
275,3591.0
276,5635.0
276,1244.0
276,1825.0
277,5452.0
277,6267.0
278,7550.0
278,3972.0
279,6242.0
279,6023.0
280,3151.0
280,5210.0
280,1713.0
281,1143.0
281,4476.0
282,2032.0
282,532.0
282,4099.0
283,8473.0
283,6543.0
284,4644.0
284,7142.0
284,6816.0
285,7262.0
285,3081.0
285,6452.0
286,6662.0
286,3717.0
287,4198.0
287,2549.0
287,6455.0
287,4122.0
287,269.0
288,2431.0
288,6452.0
289,1476.0
289,4264.0
290,423.0
290,4809.0
291,6422.0
291,5871.0
292,5859.0
292,317.0
293,3859.0
293,5438.0
294,6647.0
294,7998.0
295,4055.0
295,6528.0
296,3799.0
296,837.0
296,8507.0
296,3893.0
296,2373.0
296,2148.0
297,6202.0
297,3131.0
298,8532.0
298,4531.0
298,6285.0
298,2280.0
299,3412.0
299,4755.0
299,4363.0
300,8456.0
300,1246.0
301,1882.0
301,2209.0
302,7967.0
302,7002.0
302,3987.0
303,4321.0
303,6496.0
304,3673.0
304,1458.0
305,1713.0
305,7002.0
305,1879.0
306,8456.0
306,665.0
307,6265.0
307,8148.0
307,8195.0
308,1603.0
308,4287.0
309,6780.0
309,5100.0
310,6570.0
310,7018.0
311,774.0
311,7138.0
312,7985.0
312,2463.0
313,2916.0
313,5351.0
314,3374.0
314,7156.0
315,1811.0
315,4990.0
316,2219.0
316,4413.0
316,298.0
316,2128.0
317,3901.0
317,587.0
318,598.0
318,3153.0
319,6198.0
319,657.0
320,3421.0
320,3944.0
321,5764.0
321,1713.0
321,1691.0
322,6224.0
322,6090.0
322,2129.0
323,8070.0
323,5233.0
324,6541.0
324,5496.0
325,1414.0
325,7574.0
325,6183.0
326,4349.0
326,4963.0
327,3052.0
327,3299.0
327,216.0
328,4644.0
328,3318.0
328,8154.0
328,8296.0
328,2983.0
328,2968.0
329,2373.0
329,2148.0
329,3893.0
329,837.0
329,5761.0
329,6198.0
330,1932.0
330,2404.0
331,1630.0
331,3774.0
332,161.0
332,1238.0
333,913.0
333,1252.0
334,3807.0
334,7870.0
335,5913.0
335,7348.0
336,5573.0
336,470.0
337,4483.0
337,7046.0
338,5212.0
338,1621.0
338,6766.0
339,5780.0
339,6534.0
340,2881.0
340,7569.0
340,7967.0
340,8120.0
340,477.0
341,5877.0
341,622.0
342,6472.0
342,3299.0
342,3256.0
342,4527.0
342,6633.0
342,7684.0
343,2889.0
343,3653.0
344,4378.0
344,322.0
345,96.0
345,2288.0
346,3256.0
346,874.0
346,7002.0
346,2759.0
346,7967.0
346,2517.0
347,8033.0
347,5681.0
348,1162.0
348,6878.0
348,2862.0
349,6691.0
349,7229.0
349,5249.0
349,5606.0
350,1733.0
350,5024.0
350,3051.0
351,4986.0
351,8085.0
351,6030.0
352,4413.0
352,1741.0
352,8634.0
352,8137.0
352,7374.0
352,844.0
353,833.0
353,5076.0
353,554.0
353,5801.0
353,2080.0
353,2063.0
354,27.0
354,1090.0
355,2003.0
355,2373.0
356,2780.0
356,4420.0
356,5873.0
356,4270.0
357,2068.0
357,272.0
358,4562.0
358,6601.0
359,4666.0
359,4605.0
359,5241.0
359,1252.0
359,4527.0
360,6970.0
360,5940.0
361,980.0
361,5916.0
362,3804.0
362,8574.0
363,54.0
363,7509.0
364,1706.0
364,7287.0
365,6803.0
365,5462.0
365,221.0
365,5123.0
366,7012.0
366,3370.0
367,3839.0
367,2232.0
368,5151.0
368,6890.0
369,3004.0
369,7100.0
370,4099.0
370,1722.0
370,5829.0
371,5685.0
371,1807.0
371,5449.0
371,4380.0
371,246.0
371,4938.0
371,5440.0
372,8562.0
372,466.0
373,5286.0
373,375.0
373,2343.0
373,5899.0
374,5764.0
374,3057.0
374,79.0
374,6503.0
374,5210.0
375,1908.0
375,591.0
376,96.0
376,4833.0
376,2129.0
376,5307.0
377,6582.0
377,1810.0
377,1219.0
378,729.0
378,5700.0
379,844.0
379,2373.0
379,3379.0
379,6421.0
379,5859.0
380,5220.0
380,3817.0
380,1543.0
381,2512.0
381,6605.0
381,5906.0
382,6359.0
382,595.0
382,7829.0
382,1227.0
383,5462.0
383,4654.0
384,432.0
384,8481.0
384,416.0
385,4413.0
385,1271.0
385,4531.0
385,1962.0
385,2691.0
386,8634.0
386,810.0
386,4413.0
387,7805.0
387,5448.0
388,7967.0
388,4842.0
388,6627.0
388,1195.0
389,4148.0
389,8049.0
389,2005.0
389,5005.0
389,2920.0
390,285.0
390,6622.0
390,2343.0
391,3620.0
391,4435.0
392,1594.0
392,6198.0
392,6242.0
392,3142.0
392,3893.0
393,3687.0
393,5277.0
393,6852.0
394,6871.0
394,3817.0
395,3770.0
395,2336.0
396,7002.0
396,5943.0
397,5412.0
397,1159.0
397,3865.0
398,8487.0
398,5054.0
398,2691.0
398,704.0
399,3379.0
399,7834.0
400,3186.0
400,8223.0
401,2404.0
401,7521.0
401,2780.0
402,1558.0
402,3047.0
403,4009.0
403,2983.0
404,3326.0
404,1500.0
404,5086.0
405,5844.0
405,4302.0
406,5753.0
406,1426.0
407,2517.0
407,1328.0
407,3705.0
407,7002.0
407,874.0
408,1683.0
408,7672.0
409,2129.0
409,5307.0
409,4833.0
409,752.0
410,1285.0
410,6422.0
411,3370.0
411,108.0
412,3379.0
412,1962.0
413,1380.0
413,4040.0
414,477.0
414,4755.0
415,960.0
415,7894.0
415,1155.0
416,309.0
416,8623.0
417,5001.0
417,460.0
417,2652.0
418,3264.0
418,2826.0
419,4436.0
419,6029.0
419,953.0
420,2057.0
420,1404.0
420,75.0
420,1727.0
420,3015.0
421,5871.0
421,1285.0
422,1836.0
422,8045.0
423,7889.0
423,302.0
424,7186.0
424,1306.0
425,4679.0
425,6640.0
426,306.0
426,8254.0
427,6063.0
427,2172.0
427,6866.0
427,3105.0
427,3505.0
428,5859.0
428,6285.0
429,1.0
429,5125.0
430,1718.0
430,1962.0
430,6605.0
431,6490.0
431,6229.0
432,5755.0
432,5592.0
432,2718.0
433,8413.0
433,6403.0
434,7974.0
434,844.0
435,8372.0
435,232.0
436,704.0
436,5943.0
437,2835.0
437,6942.0
438,7343.0
438,910.0
439,3491.0
439,2631.0
439,5141.0
440,2475.0
440,848.0
441,4531.0
441,1962.0
441,4413.0
441,8618.0
442,1630.0
442,4264.0
443,1178.0
443,8296.0
443,8379.0
443,3318.0
443,2022.0
443,2242.0
444,5751.0
444,616.0
444,16.0
444,3122.0
444,4390.0
444,186.0
444,3715.0
444,2525.0
445,7742.0
445,1037.0
445,7925.0
446,5878.0
446,7020.0
447,6605.0
447,7021.0
447,1009.0
448,2840.0
448,5021.0
448,844.0
449,8314.0
449,6866.0
449,3505.0
449,4710.0
450,5269.0
450,2811.0
451,2784.0
451,4815.0
452,5317.0
452,1508.0
453,844.0
453,5859.0
453,7255.0
453,7374.0
453,4413.0
453,8634.0
454,1926.0
454,7996.0
454,8001.0
454,3616.0
455,7679.0
455,7501.0
456,2824.0
456,1690.0
457,7701.0
457,7569.0
458,4545.0
458,5635.0
458,2265.0
458,5761.0
459,3338.0
459,5497.0
460,5055.0
460,2486.0
461,5972.0
461,1165.0
461,2974.0
462,7442.0
462,334.0
462,1211.0
463,2392.0
463,7574.0
463,7242.0
463,4307.0
463,1414.0
463,1737.0
463,6183.0
464,8630.0
464,54.0
465,5347.0
465,4619.0
465,4785.0
466,5055.0
466,2578.0
466,2231.0
467,7379.0
467,387.0
468,4631.0
468,1629.0
468,1721.0
469,2839.0
469,6242.0
469,2281.0
470,1902.0
470,755.0
471,2798.0
471,4110.0
471,6807.0
471,4367.0
472,3370.0
472,905.0
472,288.0
472,5385.0
473,28.0
473,3294.0
474,2278.0
474,2403.0
474,7658.0
474,5557.0
474,8061.0
475,574.0
475,8236.0
476,8235.0
476,4784.0
477,805.0
477,6963.0
477,7906.0
477,908.0
477,4509.0
477,8631.0
477,7729.0
478,7886.0
478,4360.0
478,123.0
479,5878.0
479,7690.0
480,2698.0
480,4430.0
481,3256.0
481,7886.0
481,5906.0
481,7569.0
482,8043.0
482,329.0
483,2995.0
483,3149.0
483,7231.0
484,1275.0
484,1630.0
484,2794.0
485,4722.0
485,7292.0
485,905.0
485,3370.0
485,7904.0
486,5354.0
486,2129.0
486,6090.0
487,5327.0
487,5275.0
488,4020.0
488,8095.0
488,950.0
489,5306.0
489,2415.0
490,4670.0
490,6866.0
491,6544.0
491,6906.0
492,2156.0
492,4368.0
493,3105.0
493,4710.0
493,1211.0
494,8284.0
494,7374.0
494,6627.0
494,6809.0
494,5906.0
494,2881.0
495,4424.0
495,798.0
495,4425.0
496,6787.0
496,5732.0
497,5019.0
497,6589.0
498,4454.0
498,3963.0
499,5901.0
499,8102.0
500,7469.0
500,5002.0
501,4514.0
501,749.0
501,4585.0
502,764.0
502,7398.0
502,4555.0
502,4124.0
503,3272.0
503,8012.0
504,4642.0
504,3089.0
505,2779.0
505,7852.0
505,205.0
506,4562.0
506,7817.0
507,7599.0
507,3736.0
508,657.0
508,4833.0
509,2265.0
509,4545.0
510,4235.0
510,7063.0
510,3792.0
511,8002.0
511,5210.0
511,3321.0
511,7385.0
511,2596.0
511,8324.0
511,6198.0
512,175.0
512,5398.0
513,7202.0
513,1409.0
514,1527.0
514,7100.0
515,2283.0
515,4288.0
516,4903.0
516,4245.0
516,7130.0
517,2794.0
517,1019.0
517,1630.0
518,1295.0
518,821.0
519,7998.0
519,2648.0
520,4933.0
520,4753.0
520,4413.0
521,2829.0
521,7783.0
522,241.0
522,1962.0
523,5333.0
523,2067.0
524,3321.0
524,7385.0
525,6809.0
525,7374.0
525,1513.0
525,3774.0
525,6099.0
525,2517.0
526,3363.0
526,6785.0
526,6522.0
526,4147.0
527,8612.0
527,7377.0
528,6979.0
528,7422.0
529,4365.0
529,5502.0
529,3772.0
529,898.0
529,4267.0
529,3360.0
529,7607.0
529,8607.0
529,8355.0
529,699.0
529,4474.0
530,3370.0
530,4722.0
530,905.0
530,2944.0
531,8089.0
531,3658.0
532,7535.0
532,3589.0
533,1655.0
533,911.0
533,6551.0
534,5239.0
534,3395.0
535,2813.0
535,3838.0
536,2691.0
536,4413.0
536,2839.0
537,1119.0
537,7527.0
538,5780.0
538,875.0
539,7967.0
539,3256.0
539,3513.0
539,7002.0
540,3505.0
540,8476.0
541,8008.0
541,3904.0
542,3785.0
542,8362.0
543,1702.0
543,201.0
543,6883.0
543,3583.0
543,3684.0
544,3025.0
544,467.0
545,3159.0
545,1636.0
545,6495.0
546,785.0
546,5977.0
547,3505.0
547,2172.0
547,6866.0
547,1211.0
548,5991.0
548,6155.0
549,5456.0
549,1553.0
550,8534.0
550,8246.0
551,5601.0
551,2431.0
551,3513.0
552,6503.0
552,1397.0
553,8420.0
553,5411.0
554,844.0
554,6572.0
554,3893.0
555,809.0
555,286.0
556,1741.0
556,6782.0
556,4753.0
556,5635.0
556,1461.0
556,1513.0
556,7374.0
556,5761.0
557,8456.0
557,1252.0
558,5496.0
558,6541.0
558,6014.0
559,8558.0
559,7554.0
559,3687.0
559,6852.0
559,2608.0
559,6449.0
560,2048.0
560,8332.0
561,7447.0
561,1713.0
561,598.0
562,6073.0
562,1962.0
562,7896.0
563,2215.0
563,6745.0
564,5385.0
564,4949.0
565,2977.0
565,4478.0
566,3465.0
566,4807.0
566,1970.0
567,6490.0
567,3175.0
568,2968.0
568,3893.0
568,2022.0
568,2983.0
568,5438.0
568,8379.0
569,4163.0
569,5494.0
569,3671.0
570,8555.0
570,867.0
570,6856.0
570,6818.0
571,2022.0
571,5595.0
571,2968.0
571,4644.0
571,5438.0
571,79.0
571,8296.0
571,2983.0
571,2316.0
571,5764.0
571,3318.0
572,2986.0
572,737.0
573,3705.0
573,874.0
573,8487.0
574,5900.0
574,953.0
575,3883.0
575,8529.0
576,2145.0
576,6748.0
576,79.0
577,7696.0
577,8615.0
578,3724.0
578,2935.0
579,4591.0
579,1733.0
580,3092.0
580,7841.0
581,8369.0
581,46.0
582,6073.0
582,1627.0
582,54.0
582,1703.0
583,4591.0
583,7889.0
584,1727.0
584,370.0
584,2227.0
585,131.0
585,7329.0
585,7772.0
586,5028.0
586,191.0
587,3318.0
587,2968.0
587,4644.0
587,1178.0
588,2527.0
588,1863.0
588,8444.0
589,2383.0
589,3664.0
590,7442.0
590,8128.0
591,5731.0
591,4755.0
591,8120.0
592,3870.0
592,5148.0
593,2964.0
593,311.0
594,7142.0
594,2455.0
595,1717.0
595,3873.0
596,8130.0
596,1841.0
596,3880.0
596,3219.0
596,2379.0
597,2587.0
597,2555.0
598,3726.0
598,5397.0
599,7500.0
599,3893.0
599,2238.0
600,1703.0
600,7896.0
600,6970.0
600,6073.0
601,8585.0
601,51.0
601,3325.0
602,8166.0
602,8262.0
602,6574.0
603,3510.0
603,2877.0
604,6724.0
604,6719.0
605,4429.0
605,3300.0
606,2155.0
606,2798.0
606,7475.0
607,7598.0
607,1170.0
608,2483.0
608,6578.0
609,2267.0
609,4472.0
610,8502.0
610,3046.0
611,3264.0
611,3387.0
612,36.0
612,5761.0
612,321.0
612,2614.0
612,2839.0
612,4413.0
612,6111.0
612,8137.0
612,7806.0
613,5435.0
613,5412.0
613,2773.0
613,7236.0
613,8305.0
613,4288.0
613,4448.0
613,2283.0
613,2853.0
613,1811.0
613,2688.0
613,493.0
613,2664.0
614,3370.0
614,2944.0
614,5385.0
615,7223.0
615,2766.0
616,5902.0
616,7130.0
616,2802.0
617,3167.0
617,8022.0
618,1211.0
618,2794.0
619,4999.0
619,3886.0
619,3893.0
619,4413.0
620,6680.0
620,6799.0
620,6037.0
621,4981.0
621,2293.0
622,3023.0
622,2364.0
622,8421.0
623,5271.0
623,4107.0
624,1809.0
624,8381.0
624,7461.0
625,321.0
625,4963.0
626,4454.0
626,2783.0
627,5251.0
627,2165.0
628,5385.0
628,7610.0
628,8325.0
628,5121.0
628,3370.0
629,3921.0
629,290.0
630,2983.0
630,8296.0
630,3318.0
630,4644.0
631,3571.0
631,2039.0
632,3589.0
632,6187.0
633,4099.0
633,306.0
633,7800.0
634,87.0
634,1950.0
635,4977.0
635,7908.0
636,5645.0
636,4417.0
637,6816.0
637,3893.0
637,7142.0
637,4644.0
638,1630.0
638,2825.0
639,7723.0
639,4187.0
640,54.0
640,6821.0
640,4475.0
641,1009.0
641,2882.0
642,7906.0
642,6963.0
642,908.0
643,7002.0
643,1513.0
643,7967.0
644,1741.0
644,6344.0
644,7817.0
644,3893.0
644,2373.0
644,5761.0
644,7385.0
645,4413.0
645,8634.0
645,7566.0
645,6198.0
645,1741.0
645,844.0
646,5635.0
646,6421.0
647,1938.0
647,8019.0
648,5177.0
648,5271.0
648,4107.0
649,22.0
649,8514.0
649,1967.0
650,7093.0
650,8080.0
650,1183.0
651,6818.0
651,4066.0
651,8555.0
652,5470.0
652,292.0
653,302.0
653,2825.0
654,4430.0
654,8487.0
655,1035.0
655,1563.0
655,6362.0
656,608.0
656,1943.0
656,8104.0
657,4413.0
657,1594.0
657,844.0
658,6093.0
658,7146.0
658,6199.0
659,3658.0
659,4368.0
659,4933.0
659,1594.0
659,3893.0
660,714.0
660,2517.0
660,7002.0
660,6099.0
661,7490.0
661,7633.0
662,8536.0
662,8412.0
663,4819.0
663,7806.0
663,4413.0
664,2780.0
664,1905.0
664,4270.0
665,519.0
665,7423.0
666,79.0
666,4373.0
667,6099.0
667,2517.0
667,7002.0
667,7967.0
667,7569.0
668,5859.0
668,6496.0
668,1252.0
669,7259.0
669,5735.0
670,2994.0
670,5699.0
670,8459.0
671,327.0
671,5194.0
671,3955.0
671,7340.0
672,7002.0
672,671.0
672,5906.0
673,3815.0
673,8434.0
674,4819.0
674,5262.0
675,3694.0
675,891.0
675,6452.0
676,2125.0
676,1888.0
677,5446.0
677,6585.0
678,6738.0
678,3627.0
679,4833.0
679,96.0
680,4191.0
680,2764.0
680,1751.0
681,7034.0
681,7002.0
681,3256.0
681,8284.0
681,6810.0
681,3299.0
681,6099.0
682,6368.0
682,7177.0
682,7185.0
683,7967.0
683,1513.0
683,2517.0
684,7264.0
684,7709.0
684,3745.0
685,6273.0
685,7525.0
686,5749.0
686,1957.0
687,1375.0
687,6167.0
688,2373.0
688,608.0
689,913.0
689,3403.0
690,2794.0
690,2195.0
691,7569.0
691,671.0
691,8120.0
691,8284.0
692,2974.0
692,1009.0
693,5906.0
693,1189.0
694,1630.0
694,7984.0
694,1275.0
695,6107.0
695,1101.0
695,1702.0
695,6883.0
696,5003.0
696,1029.0
697,5880.0
697,2608.0
698,5464.0
698,7000.0
699,7002.0
699,8542.0
699,1560.0
699,6099.0
699,4605.0
699,2517.0
700,3845.0
700,1319.0
700,5842.0
